[Aug 9 04:57:46] 
[Aug 9 04:57:46] [PHP ERR][ISSUE] MSG:Creation of dynamic property DUPX_Bootstrap::$extractionTmpFolder is deprecated [CODE:8192|FILE:/home/users/2/boo.jp-ring-inc/web/ring/installer.php|LINE:99]
[Aug 9 04:57:46] ==DUPLICATOR INSTALLER BOOTSTRAP v1.5.4==
[Aug 9 04:57:46] Success: dup-installer/src/Core/Params/Items/ParamFormTables.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Core/Params/Items/ParamFormUsersReset.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Core/Params/Items/ParamFormWpConfig.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Core/Params/Items/ParamItem.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Core/Params/Items/ParamOption.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Core/Params/PrmMng.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Core/Bootstrap.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Models/ImportUser.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Models/ScanInfo.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Log/LogHandler.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Log/Log.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Tests/WP/TestsErrorHandler.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Tests/WP/TestsExecuter.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Tests/WP/tests_template.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Tests/MessageCustomizerItem.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Tests/MessageCustomizer.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Tests/TestInterface.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/Utils/Autoloader.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/src/.htaccess >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/base/pages-parts/step1/actions/switch-template.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/base/pages-parts/step1/continue-block.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/base/pages-parts/step1/options.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/base/pages-parts/step1/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/base/pages-parts/step4/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/base/scripts/step1-deploy.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/body/body-tag.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/boot-error/header.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/exception/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/head/css-scripts.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/head/css-template-custom.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/head/header-main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/head/meta.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/head/server-details.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step1-parts/advanced-step1-options.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step1-parts/basic-step1-setup.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step1-parts/validation-step1.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/security.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step-1.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step-2.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step-3.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/step-4.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/steps/troubleshoot.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/addtional-help.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/help/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/secure/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/actions/error.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/actions/hwarn-accept.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/actions/next.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/actions/switch-template.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/actions/validate.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/database-tabs/basic-db-connection.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/database-tabs/cpanel-panel.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/database-tabs/db-options.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/info-tabs/overviews/restore-backup.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/info-tabs/overviews/type-single-site.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/info-tabs/archive.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/info-tabs/general.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/info-tabs/overview-description.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/options-tabs/advanced.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/options-tabs/engine-settings.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/options-tabs/other-urls-path.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/options-tabs/settings.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/actions-part.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/base-setup.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/continue-block.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/info.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/options.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/proceed-confirm-dialog.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step1/terms-and-conditions.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step2/options-tabs/general.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step2/options-tabs/tables.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step2/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step2/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/options-tabs/plugins.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/options-tabs/search-rules.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/options-tabs/users.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/options-tabs/wp-config.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/usersParts/newAdminUser.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/usersParts/usersPwdReset.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/options.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step3/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/actions/admin-login-button.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/final-review-actions.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/full-report.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/important-final-notice.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/installer-result-summary.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/main.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/step4/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/page-footer.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/pages-parts/page-header.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/education/did-you-know-blurb.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/education/footer-cta.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/params/inline_helps/subsite_user_mode.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/params/inline_helps/user_mode.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/params/archive-action-notes.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/params/db-name-notes.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/params/extract-skip-notes.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/reports/import_report.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-affected-tables.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-case-sensitive-tables.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-cleanup.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-connection.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-create.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-gtid-mode.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-host-name.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-manual-tables-count.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-multiple-wp-installs.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-prefix-too-long.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-show-variables.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-supported-charset.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-supported-default-charset.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-supported-engine.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-triggers.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-user-cleanup.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-user-perms.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-user-resources.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-version.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-version-swarn.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/database-tests/db-visibility.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/wordfence/wordfence-detected.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/wordfence/wordfence-not-detected.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/addon-sites.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/archive-check.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/configs-is-writable.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/dbonly-iswordpress.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/diskspace.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/importable-package.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/importer-version.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/managed-supported.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/managed-tprefix.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/manual-extraction.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:46] Success: dup-installer/templates/default/parts/validation/tests/memory-limit.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/mysql-connect.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/open-basedir.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/overwrite-install.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/package-age.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/package-size.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/php-extensions.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/php-version.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/recovery.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/replace-paths.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/rest-api.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/siteground.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/timeout.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/tokenizer.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/tests/writeable-checks.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/validate-area.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/validate-noresult.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/validation-category.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/validation-result.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/validation/validation-test.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/ajax-error.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/progress-bar.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/restore-backup-mode-notice.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/top-header-help.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/top-header.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/parts/top-messages.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/ajax-functions.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/confirm-dialog.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/db-charset.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/db-install.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/db-test.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/extraction-module.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/final-tests.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/new-admin-user.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/package-deploy.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/page-components.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/params-module.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/progress-bar.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/site-replace-and-update.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/system-validation-module.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/modules/top-page-messages.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/dupx-functions.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/secure-init.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/step1-deploy.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/step1-init.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/step2-init.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/step3-init.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/scripts/step4-init.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-boot-error.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-exception.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-help.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-secure.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-security-error.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-step1.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-step2.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-step3.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/default/page-step4.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/body/body-tag.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/head/css-template-custom.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/step1/actions/next.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/step1/actions/switch-template.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/step1/info-tabs/restore-backup.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/step1/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
[Aug 9 04:57:47] Success: dup-installer/templates/import-advanced/pages-parts/step2/step-title.php >>> /home/users/2/boo.jp-ring-inc/web/ring
